name,brand,image_url,gender,notes,season_tags,time_tags,brand_tag,activity,weather,desired_impression,emotion_cluster
Oud Orange Intense Eau de Parfum,Fragrance du Bois,https://static.luckyscent.com/images/products/75701.jpg?width=400&404=product.png,unisex,"coconut, fruits, musk, oud, vanilla",fall,night,Fragrance du Bois,date,cold,"confident, mysterious",3
Oud Noir Intense Eau de Parfum,Fragrance du Bois,https://static.luckyscent.com/images/products/75703.jpg?width=400&404=product.png,unisex,"amber, bergamot, cardamom, jasmine, musk, patchouli, pure agarwood, rose, saffron, sandalwood, vanilla",summer,day,Fragrance du Bois,date,cold,"confident, mysterious",4
Sahraa Oud Eau de Parfum,Fragrance du Bois,https://static.luckyscent.com/images/products/75704.jpg?width=400&404=product.png,unisex,"amber, geranium, jasmine, moss, patchouli, pure oud, rose, saffron, sandalwood, vanilla",summer,night,Fragrance du Bois,date,cold,"confident, mysterious",4
London Oud Eau de Parfum,Fragrance du Bois,https://static.luckyscent.com/images/products/75705.jpg?width=400&404=product.png,unisex,"bergamot, cardamom, cedar, jasmine, lavender, lemon, marine notes, mint, nutmeg, patchouli, pure agarwood, white flowers",spring,day,Fragrance du Bois,casual,hot,"confident, fresh",5
Oud Jaune Intense Eau de Parfum,Fragrance du Bois,https://static.luckyscent.com/images/products/75706.jpg?width=400&404=product.png,unisex,"jasmine, lactones, musk, orange blossom, oud, pineapple, tahitian gardenia, vanilla, ylangylang",summer,night,Fragrance du Bois,date,cold,"confident, mysterious",3
Oud Bleu Intense Eau de Parfum,Fragrance du Bois,https://static.luckyscent.com/images/products/75707.jpg?width=400&404=product.png,unisex,"amber, benzoin, cardamom, frankincense, labdanum, mandarin, myrrh oil, myrrh resin, nutmeg, pure oud oil, styrax, sweet myrrh",fall,night,Fragrance du Bois,date,cold,"confident, mysterious",1
Oud Rouge Intense Eau de Parfum,Fragrance du Bois,https://static.luckyscent.com/images/products/75700.jpg?width=400&404=product.png,men,"cedar, lemon, oud, patchouli, pink pepper, sandalwood",fall,night,Fragrance du Bois,date,any,"confident, mysterious",5
Verde di Persia Parfum Concentration,Farmacia SS. Annunziata dal 1561,https://static.luckyscent.com/images/products/44025.jpg?width=400&404=product.png,unisex,"amber woods, apricot, cassis, davana, green apple, lemon, musk, orange, osmanthus, patchouli, pistachio flower, rose, rosewood",spring,day,Farmacia SS. Annunziata dal 1561,date,cold,"confident, mysterious",5
20 Years Eau de Parfum,M. Micallef,https://static.luckyscent.com/images/products/24552.jpg?width=400&404=product.png,women,"bergamot, caramel, davana, exotic fruit, geranium, jasmine, musk, nutmeg, orange flower, patchouli, precious wood, vanilla, white rose",summer,day,M. Micallef,date,cold,"confident, mysterious",5
Gold I Parfum Extrait,Widian,https://static.luckyscent.com/images/products/70905.jpg?width=400&404=product.png,unisex,"amber, apple, musk, oud, pepper, sandalwood, vanilla, white flowers",fall,night,Widian,date,cold,"confident, mysterious",0
Queen Of The Night Eau de Parfum,Grandiflora,https://static.luckyscent.com/images/products/64203.jpg?width=400&404=product.png,women,"berries, citrus, clove, gardenia, jasmine, mimosa, musk, orange blossom, pittosporum, tuberose, vanilla, wisteria, ylang ylang",spring,day,Grandiflora,date,cold,"confident, mysterious",0
Cafe Chantant Parfum Extrait,Nobile 1942,https://static.luckyscent.com/images/products/52318.jpg?width=400&404=product.png,women,"altea, anise, benzoin, black cherry, heliotrope, iris, laurel, musk, patchouli, vanilla",fall,night,Nobile 1942,date,cold,"confident, mysterious",5
Taklamakan Eau de Parfum,Stephane Humbert Lucas 777,https://static.luckyscent.com/images/products/65512.jpg?width=400&404=product.png,men,"amber gris, ambreine, benzoin, bergamot, birch, black vanilla, cade, cedar, gaiac, labdanum, musk, myrrh, orris, patchouli coeur, rose, sandalwood, tolu balsam, tonka absolute",summer,day,Stephane Humbert Lucas 777,date,cold,"confident, mysterious",4
"Eye, Hatshepsut Eau de Parfum",Charenton Macerations,https://static.luckyscent.com/images/products/67303.jpg?width=400&404=product.png,unisex,"blue lotus, burnt tallow, cinnamon, egyptian musk, honeyed wine, incense, kohl, labdanum, orris butter, papyrus, patchouli, smoke",winter,night,Charenton Macerations,date,cold,"confident, mysterious",5
Perdizione Eau de Parfum,Nobile 1942,https://static.luckyscent.com/images/products/52317.jpg?width=400&404=product.png,unisex,"bergamot, cedar, grapefruit, lavender, musk, neroli petitgrain, orange blossom, rose, vanilla, ylangylang",summer,day,Nobile 1942,date,cold,"confident, mysterious",3
Sandalo Nobile Eau de Parfum,Nobile 1942,https://static.luckyscent.com/images/products/52316.jpg?width=400&404=product.png,unisex,"benzoin, cedar, cumin seed, fig wood, gurjum, iris, musk, saffron, sandalwood",fall,night,Nobile 1942,date,any,"confident, mysterious",3
On The Road Eau de Parfum,Timothy Han Edition Perfumes,https://static.luckyscent.com/images/products/69401.jpg?width=400&404=product.png,unisex,"amyris, benzoin, bergamot, birch, cedar, gaiac, galbanum, labdanum, lavandin, lemon, oakmoss, patchouli, perou, tonka bean, vanilla",fall,day,Timothy Han Edition Perfumes,casual,cold,"confident, mysterious",5
Black V Parfum Extrait,Widian,https://static.luckyscent.com/images/products/70904.jpg?width=400&404=product.png,unisex,"caramel, cedar, cinnamon, lemon, orange blossom, peach, solar accord, tuberose, vanilla",summer,night,Widian,work,cold,"confident, mysterious",3
Incarnata Eau de Parfum,Anatole Lebreton,https://static.luckyscent.com/images/products/70803.jpg?width=400&404=product.png,women,"amber, benzoin, iris, lipstick, myrrh, raspberry, rhododendron, rose, suede, vanilla, violet",summer,night,Anatole Lebreton,date,cold,"confident, mysterious",3
La Haine Eau de Parfum,Moth and Rabbit,https://static.luckyscent.com/images/products/66605.jpg?width=400&404=product.png,unisex,"aldehyde, bay, birch, buchu leaf, cedar, leather, metallic accord, moss, musk",fall,night,Moth and Rabbit,date,rainy,"confident, mysterious",1
Madagascan Jasmine Eau de Parfum,Grandiflora,https://static.luckyscent.com/images/products/64202.jpg?width=400&404=product.png,women,"citrus, jasmine",spring,day,Grandiflora,casual,hot,"confident, fresh",1
La Danza delle Libellule Exceptional Edition Parfum Extrait,Nobile 1942,https://static.luckyscent.com/images/products/52314.jpg?width=400&404=product.png,unisex,"bergamot, cedar, cinnamon, coconut, musk, red apple, vanilla",fall,day,Nobile 1942,date,cold,"confident, mysterious",3
Salome Eau de Parfum,Papillon Artisan Perfumes,https://static.luckyscent.com/images/products/66503.jpg?width=400&404=product.png,women,"bergamot, birch tar, bitter red orange, carnation, castoreum, cumin, hay, hyraceum, jasmine, oakmoss, orange blossom, patchouli, rose, styrax, tobacco, vanilla",summer,day,Papillon Artisan Perfumes,casual,cold,"confident, mysterious",5
Black I Parfum Extrait,Widian,https://static.luckyscent.com/images/products/70900.jpg?width=400&404=product.png,unisex,"cardamom, cedar, cinnamon, cypress, incense, musk, sandalwood",fall,night,Widian,date,cold,"confident, mysterious",3
Black II Parfum Extrait,Widian,https://static.luckyscent.com/images/products/70901.jpg?width=400&404=product.png,women,"mandarin, moss, musk, plum, rose, sandalwood, vanilla",summer,night,Widian,date,cold,"confident, mysterious",3
Black III Parfum Extrait,Widian,https://static.luckyscent.com/images/products/70902.jpg?width=400&404=product.png,unisex,"bergamot, dry wood, leather, moss, patchouli, sandalwood, spearmint, vanilla",spring,day,Widian,date,cold,"confident, mysterious",5
Black IV Parfum Extrait,Widian,https://static.luckyscent.com/images/products/70903.jpg?width=400&404=product.png,unisex,"bergamot, blackcurrant, leather, musk, prune, rose, sandalwood, vanilla, white flowers",summer,day,Widian,date,cold,"confident, mysterious",3
Goddess of Love & Perfume Parfum Extrait,4160 Tuesdays,https://static.luckyscent.com/images/products/64618.jpg?width=400&404=product.png,women,"bergamot, blackcurrant, grapefruit, jasmine, lily of the valley, oakmoss, opoponax, patchouli, peach, plum, raspberry, rose, vanilla, vintage musk, wild strawberry, yuzu",spring,day,4160 Tuesdays,date,cold,"confident, mysterious",5
L'Eau Scandaleuse Eau de Parfum,Anatole Lebreton,https://static.luckyscent.com/images/products/70801.jpg?width=400&404=product.png,women,"bergamot, castoreum, cypriol, davana, leather, oakmoss, peach, tuberose, ylang ylang",summer,day,Anatole Lebreton,date,hot,"confident, mysterious",1
Bois Lumiere Eau de Parfum,Anatole Lebreton,https://static.luckyscent.com/images/products/70802.jpg?width=400&404=product.png,women,"beeswax, benzoin, carnation, cedar, clary sage, corsican juniper, fir balsam, honey, immortelle, mandarin, rose",summer,day,Anatole Lebreton,work,any,"confident, mysterious",1
Maxed Out Parfum Extrait,4160 Tuesdays,https://static.luckyscent.com/images/products/64617.jpg?width=400&404=product.png,unisex,"cannabis essential oil, cedar, coconut and lime, coffee, cumin, rum, tobacco, vanilla, vintage musks",fall,night,4160 Tuesdays,date,cold,"confident, mysterious",3
Alchemico Eau de Parfum,Mazzolari,https://static.luckyscent.com/images/products/32824.jpg?width=400&404=product.png,women,"amber, cypress, geranium, incense, pepper, rose, vetiver",summer,night,Mazzolari,date,cold,"confident, mysterious",2
Fougere Nobile Eau de Parfum,Nobile 1942,https://static.luckyscent.com/images/products/52313.jpg?width=400&404=product.png,unisex,"aldehydes, basil absolute, bergamot, black pepper, elemi, geranium, lavender, musk, patchouli, sandalwood, tobacco, tonka bean, vetiver",summer,day,Nobile 1942,date,cold,"confident, mysterious",4
Mortal Skin Eau de Parfum,Stephane Humbert Lucas 777,https://static.luckyscent.com/images/products/65511.jpg?width=400&404=product.png,men,"amber, atlas cedarwood, birch, blackberry, cardamom, civet, davana, ink, iris, labdanum, musk, myrrh, opoponax, rockrose, sandalwood, storax",summer,night,Stephane Humbert Lucas 777,date,cold,"confident, mysterious",0
Spirituelle Eau de Cologne,Divine,https://static.luckyscent.com/images/products/22715.jpg?width=400&404=product.png,men,"amber, cedar, geranium, incense, labdanum, musk, pink pepper, rose, sichaun pepper",summer,night,Divine,date,cold,"confident, mysterious",0
Black Amber perfume oil,Michele Bergman,https://static.luckyscent.com/images/products/24403.jpg?width=400&404=product.png,unisex,"hint of patchouli, tunisian amber, vanilla",fall,night,Michele Bergman,date,cold,"confident, mysterious",3
She Came to Stay Eau de Parfum,Timothy Han Edition Perfumes,https://static.luckyscent.com/images/products/69400.jpg?width=400&404=product.png,men,"basil, cedarwood, geranium, indonesian clove, labdanum, lemon, nutmeg, oakmoss, patchouli, vetiver",spring,day,Timothy Han Edition Perfumes,work,rainy,"confident, mysterious",2
L'homme de Coeur Eau de Parfum,Divine,https://static.luckyscent.com/images/products/22712.jpg?width=400&404=product.png,men,"amber, angelica, cypress, iris, juniper berries, vetiver, wild vanilla",fall,night,Divine,date,cold,"confident, mysterious",2
L'Homme Sage Eau de Parfum,Divine,https://static.luckyscent.com/images/products/22713.jpg?width=400&404=product.png,men,"amber, aromatic woods, cardamom, immortelle, incense, lychee, mandarin, oak moss, patchouli, saffron",fall,night,Divine,date,cold,"confident, mysterious",5
L'Etre Aime - Homme Eau de Parfum,Divine,https://static.luckyscent.com/images/products/22714.jpg?width=400&404=product.png,unisex,"basil, bergamot, cardamom, cistus, everlasting flower, ginger, lavender, patchouli, sandalwood, vetiver",summer,day,Divine,casual,hot,"confident, mysterious",2
Augusto Eau de Parfum,Mazzolari,https://static.luckyscent.com/images/products/32820.jpg?width=400&404=product.png,unisex,"amber, bergamot, geranium, lavender, mint, rosewood, sandalwood, sweet orange, vetiver",spring,day,Mazzolari,date,cold,"confident, mysterious",2
Le Rose Eau de Parfum,Mazzolari,https://static.luckyscent.com/images/products/32821.jpg?width=400&404=product.png,women,"musk, rose, sandalwood",summer,night,Mazzolari,date,any,"confident, mysterious",3
Pichola Eau de Parfum,Neela Vermeire Creations,https://static.luckyscent.com/images/products/56506.jpg?width=400&404=product.png,women,"benzoin absolute, bergamot, cardamom, cinnamon, clementine, driftwood, jasmine, juniper, magnolia, neroli oil, orange blossom absolute, rose absolute, saffron, sandalwood, tuberose absolute, vetiver from haiti, ylangylang",summer,day,Neela Vermeire Creations,casual,cold,"confident, fresh",4
O/E Eau de Parfum,Bogue Profumo,https://static.luckyscent.com/images/products/66903.jpg?width=400&404=product.png,women,"benzoin, bergamot, black pepper, camphor, clove, cypress, grapefruit, jasmine, juniper, lebanon cedar, lemon, neroli, pine, resins, rose, rosemary, sandalwood, thyme, tobacco, vetiver",summer,day,Bogue Profumo,casual,hot,"confident, mysterious",4
Asphalt Rainbow Scratch & Sniff Sticker Set,Charenton Macerations,https://static.luckyscent.com/images/products/67302.jpg?width=400&404=product.png,unisex,"amber, asphalt, cistus, detritus, galbanum, leather, lily of the valley, lychee, magnolia, patchouli, rose absolute, rose fragments, saffron, spray paint, wood, ylang",summer,night,Charenton Macerations,date,cold,"confident, mysterious",5
Asphalt Rainbow Eau de Parfum,Charenton Macerations,https://static.luckyscent.com/images/products/67301.jpg?width=400&404=product.png,unisex,"amber, asphalt, cistus, galbanum, leather, lily of the valley, lychee, magnolia, patchouli, rose absolute, rose fragments, saffron, wood, ylang",summer,night,Charenton Macerations,date,cold,"confident, mysterious",5
Cristallo di Rocca Eau de Parfum,Omnia Profumo,https://static.luckyscent.com/images/products/46109.jpg?width=400&404=product.png,women,"almond, and rock crystal, citrus, cloves, geranium, iris, lily of the valley, rose, rum, sandalwood, vanilla, ylang ylang",spring,day,Omnia Profumo,casual,cold,"confident, mysterious",3
Morning Muscs Eau de Parfum,Alexandre. J,https://static.luckyscent.com/images/products/69001.jpg?width=400&404=product.png,women,"grapefruit, iris, mandarin orange, musk and moss, patchouli, peach, rose, violet",summer,night,Alexandre. J,date,hot,"confident, mysterious",5
Black Muscs Eau de Parfum,Alexandre. J,https://static.luckyscent.com/images/products/69002.jpg?width=400&404=product.png,women,"amber, and musk, bergamot, lemon, patchouli, rose, violet",summer,day,Alexandre. J,date,cold,"confident, mysterious",5
Rose Oud Eau de Parfum,Alexandre. J,https://static.luckyscent.com/images/products/69005.jpg?width=400&404=product.png,women,"agarwood, amber, lemon, musk, olibanum and sandalwood, rose",summer,night,Alexandre. J,date,cold,"confident, mysterious",1
Silver Ombre Eau de Parfum,Alexandre. J,https://static.luckyscent.com/images/products/69006.jpg?width=400&404=product.png,women,"amber, apple, iris, lemon, musk, patchouli, raspberry, rose, saffron, vanilla and white woods",summer,night,Alexandre. J,date,cold,"confident, mysterious",5
Vaniglia Eau de Parfum,Mazzolari,https://static.luckyscent.com/images/products/32816.jpg?width=400&404=product.png,women,"caramel, orchid, vanilla",fall,night,Mazzolari,casual,cold,"confident, mysterious",3
