name,brand,image_url,gender,notes,emotion_tags,season_tags,time_tags,brand_tag
Reve en Cuir Eau de Parfum,Indult,https://static.luckyscent.com/images/products/37403.jpg?width=400&404=product.png,women," Bergamot, Lemon, Cardamom, Oregano, Clove Bud, Texan Cedarwood, Patchouli, Oak Moss, Haitian Vetyver, Crystallized Vanilla Recent Press New York Times' Chandler Burr gives Reve en Cuir  Five Stars'Leather ?? old, dark, smoky, heavy ?? is diabolically difficult to adapt to an accessible 21st-century format. Under the creative direction of Maselli, Wright and Eastwood, Kurkdjian has succeeded masterfully. R?¨£ve is a delectable, edible, light-infused leather that is instantly legible, deliciously impossible, as if an Herm?¡§s belt had been candied and baked by a patissier. Technically perfect (it lasts and diffuses like clockwork), it is also an aesthetic triumph. Herm?¡§s's own Kelly Cal?¡§che wonderfully modernized leather; R?¨£ve en Cuir is even better, stronger and more daring. It is not just the leather you never imagined ?? it is also the gourmand you never imagined. Indeed, membership has its privileges.' ~ Chandler Burr - The Moment Blog - NYTimes.com: Scent Notes",sensual,fall,day,Indult
Patchouly Indonesiano Parfum ...,Farmacia SS. Annunziata dal 1561,https://static.luckyscent.com/images/products/44011.jpg?width=400&404=product.png,women, Patchouli from Indonesia,energetic,fall,night,Farmacia SS. Annunziata dal 1561
Ambra Nera Parfum ...,Farmacia SS. Annunziata dal 1561,https://static.luckyscent.com/images/products/44012.jpg?width=400&404=product.png,women," cypress, eucalyptus, amber, benzoin, vetiver, vanilla, patchouly",sensual,fall,night,Farmacia SS. Annunziata dal 1561
Chia Eau de Parfum,Farmacia SS. Annunziata dal 1561,https://static.luckyscent.com/images/products/44000.jpg?width=400&404=product.png,women," almond, orange, rose, candyfloss, hazelnut, vanilla, amber, musk",sensual,summer,night,Farmacia SS. Annunziata dal 1561
Cara Eau de Parfum,Farmacia SS. Annunziata dal 1561,https://static.luckyscent.com/images/products/44004.jpg?width=400&404=product.png,women," Amber, caramel, almond, talcum, vanilla",sensual,fall,night,Farmacia SS. Annunziata dal 1561
Takis Eau de Parfum,Farmacia SS. Annunziata dal 1561,https://static.luckyscent.com/images/products/44005.jpg?width=400&404=product.png,women," Lemon, thyme, sage, rose, musk, ylang ylang, vanilla, oak",sensual,summer,night,Farmacia SS. Annunziata dal 1561
Perla Eau de Toilette,Farmacia SS. Annunziata dal 1561,https://static.luckyscent.com/images/products/44006.jpg?width=400&404=product.png,women," Lemon, osmanthus, amber, vanilla",sensual,fall,night,Farmacia SS. Annunziata dal 1561
Royal Muska Eau de Parfum,M. Micallef,https://static.luckyscent.com/images/products/24510.jpg?width=400&404=product.png,women," ylang ylang, rose, precious woods, white musks, fruits, benzoin",sensual,summer,night,M. Micallef
Vanille Oud Eau de Parfum,M. Micallef,https://static.luckyscent.com/images/products/24513.jpg?width=400&404=product.png,women," bergamot, ylang-ylang, prune, oud, caramel, musk, vanilla, benzoin",sensual,fall,day,M. Micallef
Gaiac Eau de Parfum,M. Micallef,https://static.luckyscent.com/images/products/24518.jpg?width=400&404=product.png,women," bergamot, jasmine, cloves, gaiac, vetiver, vanilla",sensual,summer,day,M. Micallef
Homme (Aoud) Eau de Parfum,M. Micallef,https://static.luckyscent.com/images/products/24519.jpg?width=400&404=product.png,women," rose, aoud, sandalwood, cinnamon, saffron, nutmeg, honey, patchouli",romantic,summer,night,M. Micallef
Avant Garde Eau de Parfum,M. Micallef,https://static.luckyscent.com/images/products/24520.jpg?width=400&404=product.png,men," bergamot, grapefruit, cocoa bean, tobacco, incense, Russian leather, tonka bean, grey amber",sensual,fall,day,M. Micallef
Manakara Eau de Parfum,Indult,https://static.luckyscent.com/images/products/37400.jpg?width=400&404=product.png,women," rose, lychee",energetic,summer,night,Indult
Isvaraya Eau de Parfum,Indult,https://static.luckyscent.com/images/products/37402.jpg?width=400&404=product.png,women," Patchouli, Indian plum tree, jasmine",sensual,summer,night,Indult
L'Inspiratrice Eau de Parfum,Divine,https://static.luckyscent.com/images/products/22704.jpg?width=400&404=product.png,women," Rose, ylang-ylang, vanilla, tonka bean, vetiver, patchouli",sensual,summer,night,Divine
All That Matters Eau de Parfum,Anamor,https://static.luckyscent.com/images/products/33300.jpg?width=400&404=product.png,women," musk, sandalwood, lily of the valley",sensual,fall,night,Anamor
Mazzolari Eau de Toilette,Mazzolari,https://static.luckyscent.com/images/products/32807.jpg?width=400&404=product.png,men," Sandalwood, vetiver, spices and subtle citrus and green notes",sensual,spring,day,Mazzolari
Lui Eau de Toilette,Mazzolari,https://static.luckyscent.com/images/products/32809.jpg?width=400&404=product.png,men," Sandalwood, cedar, patchouli, ambergris, vetiver, spices",sensual,fall,night,Mazzolari
Alessandro Eau de Toilette,Mazzolari,https://static.luckyscent.com/images/products/32800.jpg?width=400&404=product.png,women," almond, honey, vanilla",sensual,fall,night,Mazzolari
Musk Eau de Toilette,Mazzolari,https://static.luckyscent.com/images/products/32803.jpg?width=400&404=product.png,women," light musc, subtle spice notes",sensual,fall,night,Mazzolari
Patchouli Eau de Toilette,Mazzolari,https://static.luckyscent.com/images/products/32804.jpg?width=400&404=product.png,men," Indonesian patchouli, spices, hints of amber, honey",sensual,fall,night,Mazzolari
L'ame Soeur Eau de Parfum,Divine,https://static.luckyscent.com/images/products/22702.jpg?width=400&404=product.png,men," jasmine, otto of Bulgarian rose, ylang, ambergris",sensual,summer,night,Divine
Douceur de Vanille Eau de Parfum,Les Nereides,https://static.luckyscent.com/images/products/11802.jpg?width=400&404=product.png,women," bourbon vanilla, almond, cocoa, white rose, star aniseed",sensual,summer,night,Les Nereides
Opoponax Eau de Parfum,Les Nereides,https://static.luckyscent.com/images/products/11803.jpg?width=400&404=product.png,unisex," opoponax (sweet myrrh), amber, vanilla, sandalwood, benzoin, citrus",sensual,spring,day,Les Nereides
Patchouli Precieux Eau de Parfum,Les Nereides,https://static.luckyscent.com/images/products/11806.jpg?width=400&404=product.png,women," Sweet orange, Green notes, Balsam, Scots Pine, Sandalwood, Patchouli, Vanilla, Musk",sensual,spring,day,Les Nereides
Black Gardenia Perfume Oil,Michele Bergman,https://static.luckyscent.com/images/products/24400.jpg?width=400&404=product.png,unisex,floral,sensual,fall,night,Michele Bergman
Divine Eau de Parfum,Divine,https://static.luckyscent.com/images/products/22700.jpg?width=400&404=product.png,women," peach, coriander, gardenia, Indian tuberose, May rose, oak moss, musk, vanilla, spice",sensual,summer,night,Divine
L'Infante Eau de Parfum,Divine,https://static.luckyscent.com/images/products/22701.jpg?width=400&404=product.png,men," Chinese jasmine, peony, blackcurrant leaves, ivy, ambergris, vanilla, musk, tonka bean",sensual,summer,night,Divine
Molecule 05 Eau de Toilette,Escentric Molecules,https://static.luckyscent.com/images/products/30858.jpg?width=400&404=product.png,women, Cashmeran,sensual,summer,day,Escentric Molecules
Escentric 05 Eau de Toilette,Escentric Molecules,https://static.luckyscent.com/images/products/30859.jpg?width=400&404=product.png,women," Fig, bergamot, orange, laurel, rosemary, juniper, basil, hedione, cypress, freesia, iris, jasmine, cashmeran, cistus labdanum, musc, ambroxan, mastic, iso e super",sensual,summer,day,Escentric Molecules
Explicite Eau de Parfum,Ex Nihilo,https://static.luckyscent.com/images/products/720058.jpg?width=400&404=product.png,women," Nutmeg, Pink Pepper, Peony, Lily of the Valley, Praline, Vanilla, Sandalwood, Amber",sensual,fall,night,Ex Nihilo
Triad Extrait de Parfum,Bortnikoff,https://static.luckyscent.com/images/products/804016.jpg?width=400&404=product.png,unisex," Tincture of Wild Oud from Sri Lanka, Magnolia, Rose de Mai, Indonesian Bouya, Organic Oud from China (Hay-nan), Oud from Thailand, Tonka Beans, Benzoin from Sumatra, Hyraceum",romantic,summer,night,Bortnikoff
Arborist Eau de Parfum,Jorum Studio,https://static.luckyscent.com/images/products/846000.jpg?width=400&404=product.png,women," Quince, Honey, Saffron, Osmanthus Absolute, Magnolia, Burdock, Papyrus, Mugwort, Rose Absolute, Tuberose, Myrrh Absolute, Spruce Resin, Douglas Fir, Labdanum, Jatamansi, Malt, Lichen",energetic,summer,night,Jorum Studio
Eau Capitale Eau de Parfum,Diptyque,https://static.luckyscent.com/images/products/483400.jpg?width=400&404=product.png,women," Bergamot, pink pepper, rose essence, rose absolute, rose concentrate, patchouli coeur",energetic,summer,day,Diptyque
Fougere L'Aube Eau de Toilette,Rogue Perfumery,https://static.luckyscent.com/images/products/838000.jpg?width=400&404=product.png,unisex," lavender, oakmoss, geranium, citrus, hay, galbanum, costus, musk, sandalwood, camphor, amber, Moroccan rose",sensual,spring,day,Rogue Perfumery
Medie Eau de Parfum,Cire Trudon,https://static.luckyscent.com/images/products/559081.jpg?width=400&404=product.png,women," Grapefruit, Green mandarin, Sambac jasmine",sensual,spring,day,Cire Trudon
Borneo Oud Pure Oud Oil,Fragrance du Bois,https://static.luckyscent.com/images/products/757025.jpg?width=400&404=product.png,men, 100% pure oud,sensual,winter,night,Fragrance du Bois
Chypre Azural Eau de Parfum,Les Indemodables,https://static.luckyscent.com/images/products/827001.jpg?width=400&404=product.png,women," Sicilian Tarocco orange oil, Egyptian centifolia rose absolute grand cru, Indonesian patchouli, Ambergris tincture, Tarragon from the Alps",sensual,summer,day,Les Indemodables
L'Eau des Sacres,Reims Parfums,https://static.luckyscent.com/images/products/82401.jpg?width=400&404=product.png,unisex," Pink pepper, lavender, orange blossom, honey, rose, tonka bean, sandalwood, ambergris",sensual,summer,night,Reims Parfums
Awake Eau de Parfum,Akro,https://static.luckyscent.com/images/products/821000.jpg?width=400&404=product.png,unisex," Balkans Santos Coffee, Green Cardamom, Italian Lemon, Haitian Vetiver",energetic,spring,day,Akro
B683 Eau de Parfum,Marc-Antoine Barrois,https://static.luckyscent.com/images/products/822000.jpg?width=400&404=product.png,unisex," Black Pepper, Saffron, Chili Pepper, Nutmeg, Violet Leaf, Amber, Cistus Absolute, Musk, Patchouli, Santal Wood, Oakmoss, Ambroxan",sensual,fall,night,Marc-Antoine Barrois
Ramune (Japanese Soda) Eau de Parfum,J-Scent,https://static.luckyscent.com/images/products/814006.jpg?width=400&404=product.png,unisex," Spearmint, Peppermint, Lemont Squash, Raspberry, Bergamot, Aldehyde, Rose, Muguet, Water Lily, Magnolia, Hyacinth, Musk, Amber, Cedarwood, Sandalwood, Vanilla",sensual,spring,day,J-Scent
Fille en Aiguilles Eau de Parfum,Serge Lutens,https://static.luckyscent.com/images/products/36132.jpg?width=400&404=product.png,women," Pine needles, vetiver, sugary sap, laurel, fir balsam, frankincense, candied fruit and spice.",energetic,winter,night,Serge Lutens
Purple Haze Eau de Parfum,19-69,https://static.luckyscent.com/images/products/812000.jpg?width=400&404=product.png,women," Italian Bergamot, Corsican Cypress, Cannabis Accord, Ranesara, Ciste, Palmarosa, Thyme, Gurjum, Violet Leaf, Vanilla, Patchouli, Black Pepper, White Musk, Dry Woods",sensual,fall,day,19-69
Peau de Peche Eau de Parfum,Keiko Mecheri,https://static.luckyscent.com/images/products/16412.jpg?width=400&404=product.png,men," white peach, orris powder, sandalwood, amber wood",sensual,summer,night,Keiko Mecheri
Lost Cherry Eau de Parfum,TOM FORD Private Blend,https://static.luckyscent.com/images/products/635070.jpg?width=400&404=product.png,women," black cherry accord, bitter almond, griotte syrup, rose absolute Orpur??, Peru balsam, roasted tonka Click Here For Ingredients ??Close Lost Cherry by TOM FORD Private Blend Ingredients Please be aware that ingredient lists may change or vary from time to time.  Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",romantic,summer,night,TOM FORD Private Blend
Over the Chocolate Shop Eau de Parfum,4160 Tuesdays,https://static.luckyscent.com/images/products/64625.jpg?width=400&404=product.png,women," Praline, cocoa butter, coffee, hazelnut, vanilla",sensual,fall,night,4160 Tuesdays
Eleventh Hour Eau de Parfum,BYREDO,https://static.luckyscent.com/images/products/641101.jpg?width=400&404=product.png,women," Ban timmur pepper, bergamot, carrot seed, rum, wild fig, tonka bean, cashmere woods",sensual,summer,day,BYREDO
Sabbia Bianca Eau de Parfum,Profumum,https://static.luckyscent.com/images/products/33948.jpg?width=400&404=product.png,women," tuberose, violet, ylang ylang, tiare",sensual,summer,night,Profumum
Sundrunk Eau de Parfum,Imaginary Authors,https://static.luckyscent.com/images/products/77515.jpg?width=400&404=product.png,women," Neroli, rhubarb, honeysuckle, rose water, orange zest, first kiss",sensual,summer,night,Imaginary Authors
The Time Eau de Parfum,The House Of Oud,https://static.luckyscent.com/images/products/76422.jpg?width=400&404=product.png,women," Bergamot, wormwood, chamomile, oolong tea, iris, lemon verbena, cedar, musk, amber, black tea",sensual,fall,day,The House Of Oud
Vanilla Cake Eau de Parfum,Montale,https://static.luckyscent.com/images/products/354002.jpg?width=400&404=product.png,women," Almond powder, butter cream, milky mousse, caramel, yogurt cake, meringue, vanilla",sensual,fall,night,Montale
Freeway Eau de Parfum,4160 Tuesdays,https://static.luckyscent.com/images/products/64623.jpg?width=400&404=product.png,unisex," Mandarin petitgrain, orange blossom, tobacco, rum, brandy, cannabis, woods, vanilla",sensual,fall,night,4160 Tuesdays
20 Mars 2022 Eau de Parfum,Rundholz Parfums,https://static.luckyscent.com/images/products/67803.jpg?width=400&404=product.png,unisex," Pink pepper, black pepper, saffron, lovage, cinnamon, strawberry, jasmine, lily of the valley, rose, frankincense, patchouli, vetiver, sandalwood, cedarwood, nagarmotha, hay, vanilla, Tonka bean, labdanum, musk, civet, ambergris, castoreum",sensual,summer,night,Rundholz Parfums
Une Amourette Roland Mouret Eau de Parfum,Etat Libre d'Orange,https://static.luckyscent.com/images/products/47750.jpg?width=400&404=product.png,women," Iris, akigala wood, vanilla, jasmine",sensual,summer,night,Etat Libre d'Orange
Le Cri De La Lumiere Eau de Parfum,Parfum d'Empire,https://static.luckyscent.com/images/products/35718.jpg?width=400&404=product.png,women," Ambrette, rose, iris",sensual,summer,night,Parfum d'Empire
Wulong Cha Extrait de Parfum,Nishane,https://static.luckyscent.com/images/products/77417.jpg?width=400&404=product.png,women," Bergamot, orange, lychee, mandarin, oolong tea, nutmeg, musk, fig",sensual,winter,day,Nishane
Lily Eau de Toilette,Comme des Garcons: Olfactory Library,https://static.luckyscent.com/images/products/77202.jpg?width=400&404=product.png,women," Lily of the valley, freesia, green syringa, dog rose buds",energetic,spring,day,Comme des Garcons: Olfactory Library
1969 Travel Spray Eau de Parfum,Histoires de Parfums,https://static.luckyscent.com/images/products/57628.jpg?width=400&404=product.png,women," Fruit of the sun, Peach, Rose, White Flowers, Cardamom, Clove, Patchouli, Chocolate, Coffee, White Musk",sensual,summer,night,Histoires de Parfums
Guimauve de Noel Eau de Parfum,Parle Moi de Parfum,https://static.luckyscent.com/images/products/76701.jpg?width=400&404=product.png,women," Orange blossom, vanilla, sugar",sensual,fall,night,Parle Moi de Parfum
Roaring Radcliff Eau de Parfum,Penhaligons,https://static.luckyscent.com/images/products/441020.jpg?width=400&404=product.png,men," Rum, Tobacco, Ginger Bread",sensual,fall,night,Penhaligons
Willows Eau de Parfum,Regime des Fleurs,https://static.luckyscent.com/images/products/65111.jpg?width=400&404=product.png,women," White pepper, carrot seed, mimosa, orris root butter, rye, violet, tonka bean absolute",romantic,summer,day,Regime des Fleurs
